Datetime,Ticker,Industry,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2009-06-25,AAPL,Technology,9084,5457,3627,0,2323,-63,2386,766,0,1620,0.065,25283.804,0.0639,2504,26.7699,39.9273,25.5724,17.8336,0,181,-613,294,-1088,-347,264,84,-760,65,841,-116,-116,-3569,-3685,0,0,73,1,74,-2770,741,0.0297,13.4258,0.5191,25013,1932,312,2546,3865,2973,9384,43237,6687,0,7064,13751,0,5175,5175,18926,7643,15,24311,24311,43237,-28878,-38.9741,6960,4.995,8163,1205,95892.494,5.1311,17.4389,24979.078,-100,0.08,-1.3,44.1,-342,9.4,540,-25.839
2009-06-26,AAPL,Technology,9084,5457,3627,0,2323,-63,2386,766,0,1620,0.065,25283.804,0.0639,2504,26.7699,39.9273,25.5724,17.8336,0,181,-613,294,-1088,-347,264,84,-760,65,841,-116,-116,-3569,-3685,0,0,73,1,74,-2770,741,0.0297,12.3526,0.5191,25013,1932,312,2546,3865,2973,9384,43237,6687,0,7064,13751,0,5175,5175,18926,7643,15,24311,24311,43237,-28878,-38.9741,6960,5.087,8163,1205,95951.1376,4.9285,16.2232,24979.078,-100,0.08,-1.3,44.1,-342,9.4,540,-25.839
2009-06-27,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3526,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.087,8337,1229,95951.1376,4.9285,16.2232,24979.078,-246,0.08,-1.3,44.1,-342,9.4,540,-25.839
2009-06-28,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3526,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.087,8337,1229,95951.1376,4.9285,16.2232,24979.078,-246,0.08,-1.3,44.1,-342,9.4,540,-25.839
2009-06-29,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3118,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.07,8337,1229,95531.846,4.9122,16.1697,24979.078,-246,0.08,-1.3,44.1,-342,9.4,540,-25.839
2009-06-30,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3517,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.087,8337,1229,95942.2165,4.9281,16.2221,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-01,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3864,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.101,8337,1229,96299.0605,4.942,16.2677,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-02,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.1427,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.001,8337,1229,93792.2316,4.8447,15.9476,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-03,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.1427,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.001,8337,1229,93792.2316,4.8447,15.9476,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-04,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.1427,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.001,8337,1229,93792.2316,4.8447,15.9476,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-05,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.1427,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.001,8337,1229,93792.2316,4.8447,15.9476,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-06,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.0204,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.95,8337,1229,92534.3566,4.796,15.787,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-07,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,11.7421,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.836,8337,1229,89670.6838,4.6849,15.4214,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-08,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,11.8999,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.901,8337,1229,91294.3238,4.7479,15.6287,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-09,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,11.8253,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.87,8337,1229,90527.1093,4.7181,15.5308,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-10,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.0126,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.947,8337,1229,92454.0667,4.7928,15.7768,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-11,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.0126,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.947,8337,1229,92454.0667,4.7928,15.7768,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-12,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.0126,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,4.947,8337,1229,92454.0667,4.7928,15.7768,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-13,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3439,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.084,8337,1229,95861.9266,4.925,16.2118,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-14,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.3378,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.081,8337,1229,95799.4789,4.9226,16.2039,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-15,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.7376,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.246,8337,1229,99912.1057,5.0821,16.7289,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-16,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,12.7931,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.269,8337,1229,100483.056,5.1043,16.8018,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-17,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.16,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.42,8337,1229,104256.681,5.2506,17.2836,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-18,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.16,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.42,8337,1229,104256.681,5.2506,17.2836,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-19,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.16,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.42,8337,1229,104256.681,5.2506,17.2836,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-20,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.2605,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.461,8337,1229,105290.6364,5.2907,17.4156,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-21,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.1391,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.411,8337,1229,104042.5746,5.2423,17.2563,24979.078,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-22,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.5927,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.598,8337,1229,109289.3209,5.4233,17.8519,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-23,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.6864,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.636,8337,1229,110256.803,5.4606,17.9749,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-24,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.8742,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.714,8337,1229,112197.1422,5.5356,18.2216,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-25,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.8742,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.714,8337,1229,112197.1422,5.5356,18.2216,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-26,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.8742,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.714,8337,1229,112197.1422,5.5356,18.2216,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-27,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.8841,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.718,8337,1229,112299.2653,5.5395,18.2346,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-28,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.8754,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.714,8337,1229,112209.6836,5.5361,18.2232,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-29,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,13.878,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.715,8337,1229,112236.5581,5.5371,18.2267,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-30,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.1174,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.814,8337,1229,114709.0124,5.6326,18.541,25082.87,-246,0.13,-1.4,46.3,-467,9.5,585,-27.152
2009-07-31,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.1694,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.835,8337,1229,115246.5025,5.6534,18.6093,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-01,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.1694,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.835,8337,1229,115246.5025,5.6534,18.6093,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-02,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.1694,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.835,8337,1229,115246.5025,5.6534,18.6093,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-03,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.433,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.944,8337,1229,117969.7854,5.7585,18.9556,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-04,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.3567,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.913,8337,1229,117181.4667,5.7281,18.8554,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-05,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.3185,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.897,8337,1229,116787.3073,5.7129,18.8052,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-06,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.2145,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.854,8337,1229,115712.3272,5.6714,18.6686,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-07,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.3532,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.911,8337,1229,117145.634,5.7267,18.8508,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-08,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.3532,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.911,8337,1229,117145.634,5.7267,18.8508,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
2009-08-09,AAPL,Technology,9734,5751,3983,0,2632,-60,2692,864,0,1828,0.0732,25456.48,0.0718,2814,28.1373,40.9184,27.0392,18.7795,0,182,392,202,11,-132,34,-68,879,-977,2270,-272,-272,-1067,-1339,0,0,243,-35,208,1139,2024,0.0809,14.3532,1.2418,24222,2686,380,2653,6899,3418,12970,48140,8126,0,8535,16661,0,5591,5591,22252,7957,53,25888,25888,48140,-31121,-35.8965,6960,5.911,8337,1229,117145.634,5.7267,18.8508,25082.87,-246,0.09,-2.1,49.7,-340,9.5,594,-33.307
