number,batch_size,corr_thresh,float_precision,limit_train_batches,log_every_n_steps,lstm_layers,max_epochs,max_prediction_length,n_splits,name,pct,reduce_on_plateau_patience,scaling_method,target,train_test_pct,val_MAPE,val_RMSE,attention_head_size,dropout,gradient_clip_val,hidden_continuous_size,hidden_size,learning_rate,duration,ckpt_path,max_encoder_length,max_study_epochs,max_train_epochs,train_loss,train_loss_epoch,train_loss_step,val_MAE,val_SMAPE,val_loss
105,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1665429919958114,25.690868377685547,10.0,0.1036129448402674,0.901134341905062,32.0,35.0,0.3489704726075434,0 days 00:03:38.603904,,,,,,,,,,
122,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1668581664562225,25.73040199279785,15.0,0.1468353923995702,0.5199119428179447,90.0,100.0,0.0955595893829572,0 days 00:03:41.570870,,,,,,,,,,
172,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1683816760778427,25.91791534423828,16.0,0.1119553001559645,0.1501760608099522,2.0,14.0,0.0518420658746418,0 days 00:03:30.013177,,,,,,,,,,
180,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1686906814575195,25.98961067199707,10.0,0.1398938290201067,0.1267659257926875,20.0,63.0,0.0151518326748284,0 days 00:03:33.010763,,,,,,,,,,
185,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1693806499242782,26.016132354736328,14.0,0.1923066277201192,0.0500187162513691,2.0,19.0,0.0733946461828917,0 days 00:03:29.782281,,,,,,,,,,
85,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1697014719247818,26.111549377441406,6.0,0.1215116383649455,0.557076629222169,36.0,43.0,0.3682760682230574,0 days 00:03:38.595925,,,,,,,,,,
36,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1698094606399536,26.17556381225586,14.0,0.1597399376576286,0.5842679980921277,12.0,65.0,0.0942532197520145,0 days 00:03:32.150074,,,,,,,,,,
164,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1703184396028518,26.21725273132324,15.0,0.1872674562779819,0.3008073217321953,1.0,79.0,0.0111640811911627,0 days 00:03:31.000479,,,,,,,,,,
35,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1708458364009857,26.245189666748047,14.0,0.1413022338979253,0.8940385563589035,7.0,19.0,0.0426628549559732,0 days 00:03:30.393054,,,,,,,,,,
116,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1709597408771515,26.29673385620117,15.0,0.1422835905223847,0.4547966511962873,4.0,80.0,0.136637669701203,0 days 00:03:31.892373,,,,,,,,,,
22,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1712330132722854,26.329435348510746,14.0,0.1235941552926856,0.3656258023510744,14.0,69.0,0.165098830533645,0 days 00:03:40.183312,,,,,,,,,,
73,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1718319952487945,26.470611572265625,10.0,0.1406141760983402,0.1853152317246359,6.0,53.0,0.019506812027551,0 days 00:03:29.905685,,,,,,,,,,
26,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1726806014776229,26.53899002075196,12.0,0.153558362311793,0.3501276027730579,4.0,20.0,0.1545543746521271,0 days 00:03:29.015845,,,,,,,,,,
145,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1731407642364502,26.6470890045166,10.0,0.1775121317294,0.4053350553375081,11.0,50.0,0.0151312092475803,0 days 00:03:33.144045,,,,,,,,,,
143,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1743038743734359,26.7442569732666,13.0,0.1332210645848495,0.2306447558238207,6.0,42.0,0.0232233173657309,0 days 00:03:32.059099,,,,,,,,,,
19,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1756709516048431,26.928449630737305,16.0,0.1231366079409482,0.1524198182619208,9.0,26.0,0.3067951982899373,0 days 00:03:38.849310,,,,,,,,,,
187,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1764271408319473,27.02460479736328,16.0,0.1977195675028304,0.0852733047240756,66.0,75.0,0.0459967472286726,0 days 00:03:37.166860,,,,,,,,,,
177,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.177401915192604,27.17512321472168,16.0,0.1052541935346132,0.1126813402272323,7.0,18.0,0.0448726292111923,0 days 00:03:33.915009,,,,,,,,,,
53,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1782689839601516,27.28359031677246,9.0,0.1897937457395241,0.6801114985961555,68.0,98.0,0.99087470500895,0 days 00:03:41.100709,,,,,,,,,,
74,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.178495705127716,27.314685821533203,13.0,0.1077350878450223,0.99439256847228,25.0,29.0,0.5024638984606288,0 days 00:03:38.711434,,,,,,,,,,
89,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1800425052642822,27.553464889526367,14.0,0.1221724602558071,0.8096492894213332,8.0,59.0,0.0104269730566802,0 days 00:03:32.290289,,,,,,,,,,
0,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1825485825538635,27.89979553222656,7.0,0.2030615419888745,0.0310021863608168,15.0,31.0,0.0015008774865356,0 days 00:28:55.614314,,,,,,,,,,
191,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1827493906021118,27.893001556396484,10.0,0.1825569660152075,0.5235115779503452,28.0,29.0,0.5947980850278735,0 days 00:03:37.184920,,,,,,,,,,
5,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1841604709625244,29.293922424316406,9.0,0.1466175712802416,0.2711278705225956,1.0,2.0,0.0059858400284404,0 days 00:03:26.293905,,,,,,,,,,
13,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.185030847787857,28.207744598388672,9.0,0.107088382914037,0.2705010327634768,2.0,13.0,0.1938484199480249,0 days 00:03:28.500766,,,,,,,,,,
56,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1853083670139312,28.27857780456543,2.0,0.1686586331261474,0.6128744419136337,44.0,58.0,0.1320202008221174,0 days 00:03:38.987785,,,,,,,,,,
28,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.186496689915657,28.40083885192871,13.0,0.2108856188803661,0.5116973532917668,52.0,97.0,0.020584334643179,0 days 00:03:41.761096,,,,,,,,,,
105,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1880664378404617,28.96815299987793,10.0,0.1381013395223054,0.3149511543707473,6.0,53.0,0.0282487376076982,0 days 00:03:31.913179,,,,,,,,,,
162,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1882130056619644,28.65272521972656,14.0,0.1568175612100834,0.4838972324467165,36.0,38.0,0.0429880392156327,0 days 00:03:37.863531,,,,,,,,,,
19,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1883554607629776,28.67874336242676,14.0,0.1363897402868898,0.5056017016525873,5.0,17.0,0.0620889588789522,0 days 00:03:29.612477,,,,,,,,,,
180,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1893370300531387,28.803625106811523,14.0,0.1435515946768316,0.7483150708322251,29.0,31.0,0.0179698815633706,0 days 00:03:37.767520,,,,,,,,,,
168,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1898050308227539,28.88243865966797,14.0,0.1539479097959097,0.3249631251829522,13.0,20.0,0.1662928083613348,0 days 00:03:31.829978,,,,,,,,,,
134,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1898117959499359,30.0703067779541,15.0,0.1493469574782648,0.3525949122111075,7.0,16.0,0.0072548591885674,0 days 00:03:31.111502,,,,,,,,,,
94,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1901938617229461,28.87082290649414,13.0,0.1525090451654104,0.3550507316005547,9.0,42.0,0.022506863990504,0 days 00:03:31.852080,,,,,,,,,,
153,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1907963156700134,28.98708152770996,11.0,0.1057546100785649,0.5140157539092218,48.0,53.0,0.0374417518950714,0 days 00:03:38.696518,,,,,,,,,,
181,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1908542662858963,29.0223445892334,10.0,0.1058464888500801,0.5972358505504125,48.0,53.0,0.0762394321944724,0 days 00:03:38.205701,,,,,,,,,,
41,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1909306198358535,29.074281692504883,13.0,0.1316194900362367,0.4267797161507278,5.0,28.0,0.0505601995664279,0 days 00:03:29.848747,,,,,,,,,,
47,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1914587169885635,29.143051147460938,5.0,0.1659436556955667,0.0846073793152175,44.0,78.0,0.0964435810492082,0 days 00:03:40.097368,,,,,,,,,,
57,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1915595978498459,29.15060806274414,16.0,0.1488966619597456,0.4302799538048809,4.0,33.0,0.056810518939076,0 days 00:03:31.652086,,,,,,,,,,
80,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1922066956758499,29.195032119750977,5.0,0.1514612102029197,0.3035086385353049,81.0,88.0,0.3499458702176855,0 days 00:03:40.245732,,,,,,,,,,
59,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1930684447288513,29.30732154846192,14.0,0.1203558136936031,0.338736173181016,6.0,41.0,0.0095422680910895,0 days 00:03:32.202112,,,,,,,,,,
90,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.193203330039978,29.33264541625977,10.0,0.1832741447393835,0.6927009253546482,7.0,85.0,0.8118348480881815,0 days 00:42:32.451923,,,,,,,,,,
199,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1936053335666656,29.385791778564453,11.0,0.2130159735405527,0.6793513330316228,2.0,93.0,0.1307268364883402,0 days 00:03:37.973135,,,,,,,,,,
170,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1950405985116958,29.69272232055664,14.0,0.1678416235278035,0.3277793259325424,34.0,37.0,0.1200355258356379,0 days 00:03:37.836939,,,,,,,,,,
166,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1952109485864639,30.823320388793945,15.0,0.1759410403610067,0.2674158009198432,4.0,5.0,0.0251697080069707,0 days 00:03:25.393062,,,,,,,,,,
165,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1972138881683349,29.986967086791992,16.0,0.182056432522937,0.0133286499764422,12.0,35.0,0.0335109469734566,0 days 00:03:33.499802,,,,,,,,,,
116,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1978357881307602,29.96780014038086,5.0,0.1886215307402073,0.2118854657901042,71.0,87.0,0.1856267969423791,0 days 00:03:42.151283,,,,,,,,,,
1,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1993578523397445,31.39766311645508,1.0,0.2657424235528151,0.0244628770436629,1.0,1.0,0.0324683818744663,0 days 00:03:19.130948,,,,,,,,,,
77,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2006140351295471,30.357213973999023,4.0,0.1360345217742042,0.3310954761576275,2.0,62.0,0.2242202248138661,0 days 00:03:33.863413,,,,,,,,,,
190,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2007879018783569,30.35799217224121,15.0,0.1210345863188406,0.2848623616874358,17.0,22.0,0.0288873634586867,0 days 00:03:34.158967,,,,,,,,,,
101,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2016524821519851,30.462587356567383,10.0,0.1335089966401761,0.3994676407171583,4.0,57.0,0.0082462987500897,0 days 00:26:29.998743,,,,,,,,,,
129,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2040106505155563,30.813594818115234,15.0,0.1254158795543029,0.7560964520346172,78.0,87.0,0.0902776971980948,0 days 00:03:40.504473,,,,,,,,,,
151,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2042000293731689,32.07197952270508,14.0,0.1955655458949417,0.3408353393827596,58.0,80.0,0.1081599167485473,0 days 00:03:34.520438,,,,,,,,,,
158,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2054835855960846,31.032516479492188,15.0,0.2170263383648869,0.242707107870132,6.0,8.0,0.0211870818881158,0 days 00:22:24.620969,,,,,,,,,,
160,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2061731517314911,31.12588119506836,14.0,0.1517976059698596,0.4230844786812374,39.0,43.0,0.0813968570192872,0 days 00:03:37.627025,,,,,,,,,,
87,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2063873559236526,31.154277801513672,14.0,0.1443876645734168,0.6430069034710469,2.0,85.0,0.0595573294621127,0 days 00:03:31.757678,,,,,,,,,,
17,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2070910930633545,31.2542724609375,3.0,0.1989948223242441,0.4456190672109941,8.0,99.0,0.9593644936611188,0 days 00:03:40.391821,,,,,,,,,,
14,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2093047648668289,32.78783416748047,13.0,0.23364339923755,0.0557674836501361,1.0,5.0,0.0347277284640528,0 days 00:03:25.336269,,,,,,,,,,
123,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.209520548582077,31.67591667175293,14.0,0.1543272853127045,0.5651520088806288,71.0,91.0,0.1174429520096479,0 days 00:03:42.470625,,,,,,,,,,
115,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2102236896753311,31.71690368652344,16.0,0.1314281736889573,0.6786524778349424,6.0,33.0,0.0281000855512402,0 days 00:03:31.940981,,,,,,,,,,
181,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2106298208236694,31.749731063842773,16.0,0.135233806406269,0.0999727003225163,12.0,24.0,0.0392046613613908,0 days 00:03:32.472677,,,,,,,,,,
139,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2115384042263031,31.790821075439453,14.0,0.1675589545844021,0.1366419616252917,9.0,34.0,0.081516589750631,0 days 00:03:32.349507,,,,,,,,,,
196,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2136464416980743,32.22111511230469,13.0,0.1422074133615845,0.2644930322907228,15.0,32.0,0.0081960679234459,0 days 00:03:33.202899,,,,,,,,,,
70,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2141879200935363,33.46547317504883,12.0,0.1546496910425662,0.7187525395263286,74.0,87.0,0.8022768869097825,0 days 00:03:41.064695,,,,,,,,,,
40,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2149422913789749,32.35924530029297,8.0,0.1728245016045564,0.8866927425542102,15.0,68.0,0.0092600595360543,0 days 00:03:35.683098,,,,,,,,,,
25,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.215068906545639,32.35795974731445,14.0,0.1897193141543661,0.2248274512914886,8.0,35.0,0.0641054606446906,0 days 00:03:38.325342,,,,,,,,,,
167,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2151273936033249,32.37268829345703,6.0,0.1486108098375383,0.0284031880044905,18.0,51.0,0.0200625810477241,0 days 00:03:33.704009,,,,,,,,,,
45,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2162460088729858,32.54963684082031,12.0,0.1114479040521989,0.2779095122060102,7.0,50.0,0.0115627890611679,0 days 00:03:32.519767,,,,,,,,,,
156,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.216899573802948,32.63956069946289,13.0,0.1736084699613459,0.6340091792530764,39.0,43.0,0.0628919557647132,0 days 00:03:38.478057,,,,,,,,,,
5,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2180311381816864,32.777687072753906,2.0,0.2364133082299008,0.012449196622189,1.0,29.0,0.1294395947838092,0 days 00:03:27.113028,,,,,,,,,,
66,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2181350737810135,32.78533935546875,2.0,0.1147031475206399,0.4518298570508819,5.0,33.0,0.1345490178389905,0 days 00:03:29.028278,,,,,,,,,,
79,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2184116393327713,32.82823944091797,3.0,0.1429023429363171,0.4713540932993973,40.0,49.0,0.2991590336658031,0 days 00:03:38.912144,,,,,,,,,,
32,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.22030770778656,34.30841445922852,16.0,0.1175099258912247,0.0974114076485728,3.0,9.0,0.0385218655557871,0 days 00:03:27.185702,,,,,,,,,,
21,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2212124764919281,34.42755508422852,16.0,0.1034880908395201,0.1905740491906007,3.0,6.0,0.0328923118780961,0 days 00:03:25.056990,,,,,,,,,,
21,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2214565873146057,33.2896842956543,11.0,0.1543122780226934,0.6394416588618117,73.0,92.0,0.0315519881784371,0 days 00:03:41.081414,,,,,,,,,,
152,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2216853648424148,33.29441833496094,14.0,0.21201248617315,0.3122761847663498,20.0,68.0,0.0660286283862748,0 days 00:03:34.086986,,,,,,,,,,
132,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2225756347179412,33.4262580871582,13.0,0.1549326863063539,0.2239808646970714,17.0,44.0,0.0175997047267368,0 days 00:03:32.987821,,,,,,,,,,
69,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2228612452745437,33.455902099609375,11.0,0.1059152638615423,0.2089980450818816,3.0,72.0,0.0480405391017552,0 days 00:03:29.648529,,,,,,,,,,
189,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2241310477256775,33.61614227294922,11.0,0.2009311158913332,0.465174777238774,29.0,90.0,0.0128122151807355,0 days 00:03:36.168112,,,,,,,,,,
46,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.225277841091156,33.8075065612793,10.0,0.2081111451315944,0.3735213673643718,8.0,57.0,0.0066960904058371,0 days 00:03:33.041598,,,,,,,,,,
120,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2257303446531295,33.89134216308594,14.0,0.1210802671662711,0.2521196395421346,7.0,70.0,0.0103334696313983,0 days 00:03:32.609634,,,,,,,,,,
83,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2261009812355041,33.90657043457031,4.0,0.1103148075701953,0.6527873837990744,1.0,91.0,0.7502757383616382,0 days 00:03:38.138907,,,,,,,,,,
129,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2270407527685165,34.05805969238281,2.0,0.1450388737695412,0.539369406652297,8.0,38.0,0.0350755976411041,0 days 00:03:32.268076,,,,,,,,,,
24,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2271711975336074,34.056522369384766,7.0,0.1003527005522058,0.620410579953445,44.0,62.0,0.975926249788437,0 days 00:03:40.142970,,,,,,,,,,
128,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2279604971408844,34.18892288208008,14.0,0.1689299209641694,0.4781370508582133,95.0,100.0,0.0697670992722663,0 days 00:03:40.229502,,,,,,,,,,
128,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2279746234416961,34.20144271850586,16.0,0.1245249999668107,0.3871275852654829,6.0,24.0,0.0488914127901477,0 days 00:03:30.800190,,,,,,,,,,
4,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2284394651651382,34.297367095947266,14.0,0.1460129562970802,0.1434787671400886,1.0,32.0,0.0907308729652328,0 days 00:03:26.631223,,,,,,,,,,
130,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2288623750209808,34.28696060180664,14.0,0.2068903146193843,0.6760433576094486,55.0,78.0,0.1130135004971237,0 days 00:03:39.952202,,,,,,,,,,
161,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.229689285159111,34.45091247558594,12.0,0.1460677844040706,0.5808422228609489,49.0,56.0,0.0456614538492463,0 days 00:03:37.979072,,,,,,,,,,
110,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2298108637332916,34.4686279296875,9.0,0.145090079299426,0.4122433865104104,8.0,60.0,0.0230326745543946,0 days 00:03:32.787729,,,,,,,,,,
47,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.232548102736473,34.86576843261719,11.0,0.1231311716023469,0.3019788843498565,21.0,80.0,0.0031983079827163,0 days 00:03:34.473695,,,,,,,,,,
104,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2341232895851135,35.046722412109375,14.0,0.1484736123807396,0.5388409146854442,7.0,35.0,0.0517728458129179,0 days 00:03:33.030528,,,,,,,,,,
108,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2346860319375991,35.10840606689453,13.0,0.1595807724290591,0.616806141390267,7.0,65.0,0.0436239263477736,0 days 00:03:33.732964,,,,,,,,,,
164,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2350162863731384,35.154422760009766,13.0,0.1623416114337893,0.358903657900076,53.0,59.0,0.0550988066793397,0 days 00:03:39.143937,,,,,,,,,,
153,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2357732504606247,35.29933166503906,15.0,0.2257777447347778,0.274561985816773,10.0,60.0,0.091557881284792,0 days 00:03:33.167742,,,,,,,,,,
136,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2360398769378662,35.30069732666016,9.0,0.1599479998271828,0.2721880602248964,69.0,84.0,0.3167908166702203,0 days 00:03:39.662909,,,,,,,,,,
97,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2386333048343658,35.66668701171875,12.0,0.1479629388214283,0.7487791184762526,5.0,35.0,0.0309963723380512,0 days 00:03:31.283828,,,,,,,,,,
102,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2402437031269073,35.88375473022461,15.0,0.1418998846404526,0.4706103005965431,3.0,30.0,0.034454589638297,0 days 00:03:29.166322,,,,,,,,,,
189,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2403529286384582,35.90851211547852,14.0,0.1799415493477436,0.4445754474753455,25.0,26.0,0.5151235277388256,0 days 00:03:37.471316,,,,,,,,,,
70,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2413113117218017,36.11293029785156,10.0,0.1110871073321499,0.2933685048648262,9.0,90.0,0.0282338295803412,0 days 00:03:32.101241,,,,,,,,,,
118,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2485780566930771,37.248497009277344,1.0,0.116692177332558,0.3068278979778912,3.0,91.0,0.0428053270058614,0 days 00:03:31.765572,,,,,,,,,,
112,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2491346597671508,37.14127349853516,16.0,0.1269800217185281,0.3331549481036686,4.0,17.0,0.0369114103077338,0 days 00:24:16.242581,,,,,,,,,,
49,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.2519179284572601,37.57388305664063,6.0,0.1766565201283808,0.4388665143487708,36.0,59.0,0.0520261993718361,0 days 00:03:39.376610,,,,,,,,,,
43,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2521233856678009,37.5986442565918,15.0,0.1429615706640701,0.7289815256390544,10.0,77.0,0.023645771947594,0 days 00:03:34.947782,,,,,,,,,,
161,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2531213462352752,38.94011306762695,16.0,0.243424632526682,0.4723649440361425,1.0,5.0,0.025803486174146,0 days 00:03:25.180879,,,,,,,,,,
7,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2539277076721191,39.06150436401367,6.0,0.293898365712718,0.1283049347132313,1.0,3.0,0.0049938388726341,0 days 00:03:22.953051,,,,,,,,,,
160,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2571820914745331,38.30542755126953,13.0,0.1328974725561709,0.5655224073810294,27.0,40.0,0.0582572675773213,0 days 00:03:34.036485,,,,,,,,,,
193,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2591824531555176,39.7419548034668,14.0,0.150017118922398,0.2246327745263499,8.0,9.0,0.0062578287640222,0 days 00:03:32.108456,,,,,,,,,,
159,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.2592968344688415,38.55583572387695,9.0,0.1649516949471491,0.0238356729490649,41.0,56.0,0.0311743371260577,0 days 00:03:33.892506,,,,,,,,,,
65,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.2623899579048157,39.01371765136719,5.0,0.151041741079187,0.373339742986237,8.0,85.0,0.0292698312490948,0 days 00:03:32.642805,,,,,,,,,,
29,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.265439361333847,39.43244552612305,13.0,0.1682647649915419,0.7362528025228444,11.0,42.0,0.0733423312645647,0 days 00:03:38.810251,,,,,,,,,,
39,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.266122430562973,39.53548049926758,1.0,0.2047645941437576,0.2787791391773815,77.0,80.0,0.0109055261924225,0 days 00:03:40.424086,,,,,,,,,,
