number,batch_size,corr_thresh,float_precision,limit_train_batches,log_every_n_steps,lstm_layers,max_epochs,max_prediction_length,n_splits,name,pct,reduce_on_plateau_patience,scaling_method,target,train_test_pct,val_MAPE,val_RMSE,attention_head_size,dropout,gradient_clip_val,hidden_continuous_size,hidden_size,learning_rate,duration,ckpt_path,max_encoder_length,max_study_epochs,max_train_epochs,train_loss,train_loss_epoch,train_loss_step,val_MAE,val_SMAPE,val_loss
145,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1107808202505111,17.726675033569336,10.0,0.1110798446721781,0.621276396098023,50.0,57.0,0.4586738997365002,0 days 00:03:38.498689,,,,,,,,,,
176,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.110909417271614,17.751310348510742,14.0,0.118316945261064,0.9987779145351974,21.0,21.0,0.3336138940965025,0 days 00:03:17.469756,,,,,,,,,,
166,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1110101491212844,17.767765045166016,11.0,0.1309272572829661,0.4411775261458145,31.0,32.0,0.1098632863018178,0 days 00:03:36.797067,,,,,,,,,,
102,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1124338284134864,17.991256713867188,11.0,0.1234895721421923,0.762645059187267,82.0,99.0,0.4313746789525539,0 days 00:03:42.103548,,,,,,,,,,
173,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.112880602478981,18.074193954467773,13.0,0.1254765308248017,0.7077736087656789,60.0,65.0,0.0246132864252671,0 days 00:03:39.918143,,,,,,,,,,
88,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1135478988289833,18.174768447875977,15.0,0.1569909450911408,0.4392092192457782,8.0,49.0,0.0327054886833205,0 days 00:03:32.366366,,,,,,,,,,
185,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1139028146862983,18.24799346923828,15.0,0.1003415880361336,0.6469298944658604,43.0,46.0,0.0693870094092941,0 days 00:03:38.359339,,,,,,,,,,
72,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1140106618404388,18.250492095947266,15.0,0.1299415435008254,0.3365979128717145,11.0,67.0,0.0430082772489369,0 days 00:03:31.954372,,,,,,,,,,
154,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1158754378557205,18.536251068115234,10.0,0.113944281557884,0.8069937851771156,14.0,89.0,0.0671793792254093,0 days 00:03:37.385150,,,,,,,,,,
187,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1160098388791084,18.554555892944336,11.0,0.1718851935420614,0.5903439258892371,33.0,34.0,0.3065864001397845,0 days 00:03:38.092833,,,,,,,,,,
31,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1161989718675613,20.22440719604492,16.0,0.1664135495180622,0.1613697619036977,4.0,13.0,0.0226931899162575,0 days 00:03:27.842789,,,,,,,,,,
81,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1167182922363281,18.66176414489746,16.0,0.1277173454372942,0.4768066737751507,7.0,11.0,0.0473803634996348,0 days 00:03:29.755100,,,,,,,,,,
125,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1169341206550598,18.70073127746582,14.0,0.1330938550425152,0.4395123772441185,71.0,84.0,0.0614036724511134,0 days 00:03:39.877125,,,,,,,,,,
148,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1172536835074424,18.74211502075196,10.0,0.1847105002804639,0.9072158262101112,56.0,69.0,0.6431952859011745,0 days 00:03:38.806721,,,,,,,,,,
143,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1179794296622276,20.43184280395508,9.0,0.1287543261381176,0.7283791500803858,64.0,76.0,0.7082165441303274,0 days 00:03:38.551707,,,,,,,,,,
131,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1187247708439827,18.96297264099121,15.0,0.1562627405125398,0.5345406809905534,55.0,62.0,0.2233199064894465,0 days 00:03:39.618534,,,,,,,,,,
184,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1191830933094024,19.03339576721192,13.0,0.1201643420663326,0.4972555830503526,14.0,14.0,0.2531633110859696,0 days 00:03:15.461471,,,,,,,,,,
96,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.119350753724575,19.06260299682617,15.0,0.1679227004124282,0.5942350144962937,44.0,54.0,0.128352312594614,0 days 00:03:39.727344,,,,,,,,,,
100,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.119455948472023,19.0766716003418,16.0,0.1318558350746491,0.7016116237529659,41.0,49.0,0.3151338917431601,0 days 00:03:39.464897,,,,,,,,,,
147,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1199972555041313,19.159168243408203,11.0,0.1677329344253379,0.5429486646055633,76.0,87.0,0.2833139466225886,0 days 00:03:39.749697,,,,,,,,,,
121,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1201057881116867,20.70858764648437,16.0,0.1323135720298009,0.2988298109504747,6.0,14.0,0.0256018695067521,0 days 00:03:30.729676,,,,,,,,,,
79,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1201065480709075,19.207260131835938,14.0,0.1381358699225452,0.3535645958156651,4.0,37.0,0.013204040692721,0 days 00:03:29.275844,,,,,,,,,,
179,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1204505041241645,19.22979164123535,16.0,0.127967009023839,0.2474487680057079,6.0,12.0,0.0562214690502428,0 days 00:03:29.299918,,,,,,,,,,
82,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1204821467399597,19.2255916595459,11.0,0.1159556233663267,0.7537754237853812,2.0,75.0,0.4671726298631197,0 days 00:03:34.384215,,,,,,,,,,
109,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1210780218243599,19.322704315185547,3.0,0.1756499983632849,0.359791850664929,77.0,92.0,0.2707954394476497,0 days 00:03:41.997067,,,,,,,,,,
118,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1213281452655792,19.360084533691406,14.0,0.1271168434782056,0.4955081655970237,4.0,6.0,0.2657535078462256,0 days 00:03:32.335362,,,,,,,,,,
48,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1216851100325584,19.41492080688477,8.0,0.2161301922875553,0.562279987094226,24.0,46.0,0.652184608696474,0 days 00:03:38.375845,,,,,,,,,,
38,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1218530237674713,19.437158584594727,6.0,0.1758005874237138,0.1927123553957341,20.0,53.0,0.2386237615678744,0 days 00:03:39.023172,,,,,,,,,,
57,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1220742240548133,20.95975875854492,11.0,0.1986790785285023,0.417900356594682,58.0,84.0,0.5536885963967842,0 days 00:03:40.507099,,,,,,,,,,
72,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1223961487412452,19.526084899902344,12.0,0.1023295583721005,0.5274514334918591,21.0,24.0,0.4256504231560516,0 days 00:03:37.758357,,,,,,,,,,
195,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1225545704364776,19.55510330200196,11.0,0.1526701055844043,0.1131180964595059,37.0,39.0,0.0855863635865275,0 days 00:03:38.077945,,,,,,,,,,
82,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1233223676681518,19.674091339111328,12.0,0.1070629239964251,0.4092260573104208,3.0,43.0,0.0810110115466993,0 days 00:03:28.946862,,,,,,,,,,
27,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1235880330204963,19.714582443237305,15.0,0.1761766519708507,0.2226076168519034,4.0,11.0,0.0666315042106069,0 days 00:03:28.204712,,,,,,,,,,
42,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1240549907088279,19.777544021606445,5.0,0.1639644176682601,0.3226727871613672,37.0,61.0,0.0987039745678004,0 days 00:03:40.203433,,,,,,,,,,
152,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1242818012833595,19.81980323791504,9.0,0.1164190767362987,0.5963274531116504,23.0,77.0,0.0818458424134219,0 days 00:03:39.403489,,,,,,,,,,
106,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.124645359814167,19.87128639221192,4.0,0.1308533112294013,0.4405148245035544,8.0,49.0,0.1110143322884668,0 days 00:34:33.427426,,,,,,,,,,
66,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1252745240926742,19.96970558166504,11.0,0.1586148704869727,0.8639343484227199,51.0,68.0,0.2715285987498632,0 days 00:03:41.033209,,,,,,,,,,
87,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.12651988863945,20.16147804260254,1.0,0.1725271142493487,0.2902767837048542,57.0,73.0,0.608849469826746,0 days 00:03:39.630472,,,,,,,,,,
163,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1268723309040069,20.23442649841309,12.0,0.1999962026790838,0.6691554151575996,59.0,65.0,0.0552881117837975,0 days 00:03:39.234502,,,,,,,,,,
127,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1275404840707779,20.32223892211914,11.0,0.1399052008194046,0.2505776402950754,6.0,10.0,0.0696389857154675,0 days 00:03:29.423049,,,,,,,,,,
178,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1275550872087478,20.325063705444336,15.0,0.1074299020662112,0.1071863420141269,9.0,14.0,0.1120517822316356,0 days 00:03:31.617769,,,,,,,,,,
68,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1277055889368057,20.34622573852539,10.0,0.1653885808740544,0.9661395816360278,41.0,52.0,0.1176594774313146,0 days 00:03:39.201315,,,,,,,,,,
173,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1277990937232971,20.36202049255371,16.0,0.1176642496526924,0.2120434326185231,8.0,11.0,0.0385433934121838,0 days 00:03:32.185414,,,,,,,,,,
142,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1286237984895706,20.48786735534668,12.0,0.2044735791323224,0.2560273075862612,8.0,25.0,0.0118968171037026,0 days 00:03:32.190310,,,,,,,,,,
28,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1288070529699325,20.53816795349121,13.0,0.1300251131979958,0.687934273854469,9.0,45.0,0.0188768708141349,0 days 00:03:30.889296,,,,,,,,,,
158,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1288599073886871,20.51762962341309,13.0,0.1549045375341885,0.4649526462583431,45.0,52.0,0.0965912440560557,0 days 00:03:38.112711,,,,,,,,,,
114,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.129043310880661,20.54809761047364,12.0,0.1196434613631143,0.3098012955056523,36.0,41.0,0.503795518024115,0 days 00:03:39.933650,,,,,,,,,,
114,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1293934136629104,20.612110137939453,14.0,0.1514961936728205,0.3813442346431575,5.0,23.0,0.0585850618192019,0 days 00:03:30.955889,,,,,,,,,,
38,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1297124475240707,22.0792293548584,10.0,0.2025002698030622,0.0300989180807274,6.0,36.0,0.0135464505395671,0 days 00:03:29.701181,,,,,,,,,,
59,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.130144789814949,20.71308326721192,7.0,0.1509441357158597,0.3499135778959459,32.0,68.0,0.7634547891761283,0 days 00:03:39.998803,,,,,,,,,,
48,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1304531246423721,20.77359390258789,13.0,0.1462873682059821,0.123739481298262,5.0,37.0,0.0268832323929078,0 days 00:03:30.632982,,,,,,,,,,
51,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1307091861963272,20.79596710205078,15.0,0.1290753797586984,0.4959911062865756,5.0,16.0,0.0332378104281895,0 days 00:22:22.394311,,,,,,,,,,
109,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1308785080909729,20.869186401367188,11.0,0.1248784564913611,0.2720190431490328,6.0,45.0,0.0151349007782676,0 days 00:03:31.577912,,,,,,,,,,
113,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1308867484331131,20.823591232299805,15.0,0.1087781390345588,0.9898892272571088,51.0,58.0,0.596710044284892,0 days 00:03:40.488119,,,,,,,,,,
60,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1309340000152588,20.830305099487305,5.0,0.1720847791066759,0.6909517393518141,99.0,100.0,0.178713524420145,0 days 00:03:42.088105,,,,,,,,,,
49,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1311261653900146,22.299968719482425,1.0,0.1120015434639279,0.373339287148608,6.0,23.0,0.0113996032466867,0 days 00:03:29.817939,,,,,,,,,,
46,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1338736414909362,21.25888442993164,3.0,0.1941724320691631,0.2614198131208242,32.0,54.0,0.5561545792155272,0 days 00:03:39.039355,,,,,,,,,,
154,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1342815309762954,21.27719116210937,14.0,0.1053918791349514,0.4264434202542437,37.0,71.0,0.1323091392319961,0 days 00:03:34.160348,,,,,,,,,,
50,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1345734596252441,21.3442611694336,14.0,0.180973409779087,0.5865954181357382,4.0,64.0,0.0041769367385287,0 days 00:03:30.089246,,,,,,,,,,
91,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1352620273828506,21.44936180114746,16.0,0.1282629520551133,0.3985446343266499,2.0,53.0,0.0656039590454433,0 days 00:03:29.001397,,,,,,,,,,
175,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1353122889995575,21.51844787597656,14.0,0.1209054263174252,0.4522086685277754,11.0,11.0,0.0389406921780888,0 days 00:03:14.550295,,,,,,,,,,
71,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1354177445173263,21.490463256835938,11.0,0.1179797036659061,0.2573136378266742,7.0,59.0,0.0771348450743365,0 days 00:03:31.175033,,,,,,,,,,
78,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1369752883911132,21.65892601013184,16.0,0.1540177856586687,0.5357074950279397,6.0,19.0,0.0514111710024977,0 days 00:03:29.504780,,,,,,,,,,
58,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1375125497579574,21.741256713867188,10.0,0.1597051110440599,0.5032903651094295,39.0,80.0,0.291210154694017,0 days 00:03:40.356407,,,,,,,,,,
138,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1377917975187301,21.768230438232425,8.0,0.1790291231629708,0.6563377308357906,59.0,67.0,0.2022791212483411,0 days 00:03:38.976903,,,,,,,,,,
86,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1383964717388153,21.87388038635254,9.0,0.1618769352489454,0.2454537761608821,41.0,50.0,0.2211176032151689,0 days 00:03:39.619797,,,,,,,,,,
62,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1399520933628082,22.072813034057617,15.0,0.1357699089825067,0.8721421313261983,33.0,43.0,0.7487095645999869,0 days 00:03:40.894397,,,,,,,,,,
157,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1410510540008545,22.20390510559082,8.0,0.1429172307154433,0.3864020631100828,37.0,45.0,0.0135354097463507,0 days 00:03:33.730359,,,,,,,,,,
108,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.141175165772438,22.263595581054688,15.0,0.1599004516755516,0.5536176561509264,49.0,63.0,0.2067815541171483,0 days 00:03:41.150262,,,,,,,,,,
99,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1412789076566696,22.293302536010746,14.0,0.1648904626148353,0.6254479367813334,7.0,46.0,0.0429378941057609,0 days 00:03:34.624046,,,,,,,,,,
146,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1415574997663498,22.322555541992188,12.0,0.1711201040194263,0.5019522302186664,5.0,55.0,0.0197987490096746,0 days 00:03:32.125677,,,,,,,,,,
141,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1422431170940399,23.64428329467773,12.0,0.1886427316478489,0.2161120054362095,8.0,30.0,0.0173937604173425,0 days 00:03:31.881089,,,,,,,,,,
123,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1427375972270965,22.46314239501953,16.0,0.1414515489459109,0.4247473403681485,2.0,18.0,0.032948115543753,0 days 00:03:28.349803,,,,,,,,,,
167,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1427497714757919,22.468969345092773,12.0,0.1376029048018512,0.5123901074952276,42.0,47.0,0.077726737610185,0 days 00:03:38.613746,,,,,,,,,,
183,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1429092586040496,22.468809127807617,15.0,0.193445452682555,0.511844107234759,7.0,10.0,0.0338725161248841,0 days 00:03:31.749130,,,,,,,,,,
67,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1430985778570175,22.54385566711425,8.0,0.1231587795632638,0.6842797763599369,10.0,50.0,0.0177707786835942,0 days 00:03:31.735279,,,,,,,,,,
135,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1435640603303909,23.83142471313477,13.0,0.1446458689377469,0.1982418013244223,10.0,20.0,0.0092558445499707,0 days 00:03:31.221170,,,,,,,,,,
192,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1436956822872162,22.575517654418945,14.0,0.157932015976472,0.1793325204246004,14.0,25.0,0.0161972188192208,0 days 00:03:32.774705,,,,,,,,,,
186,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1452501267194748,22.779027938842773,15.0,0.184213153625989,0.3554930705533236,5.0,40.0,0.0226699831706804,0 days 00:03:31.386750,,,,,,,,,,
75,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.145502284169197,22.83269500732422,6.0,0.1001282970094787,0.6080508535762688,19.0,21.0,0.1687579627066469,0 days 00:03:38.771235,,,,,,,,,,
176,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1472293883562088,23.07954216003418,14.0,0.1015854728920375,0.0739879008715077,11.0,16.0,0.0870945065182699,0 days 00:03:32.617350,,,,,,,,,,
86,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1479921191930771,23.161277770996094,13.0,0.1394498514667669,0.5698130806425481,10.0,74.0,0.1802500471600395,0 days 00:03:31.592578,,,,,,,,,,
62,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1482097655534744,23.241098403930664,5.0,0.1428444315147265,0.5735415394134777,10.0,42.0,0.0391299330898808,0 days 00:03:31.752859,,,,,,,,,,
29,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1483764797449112,23.22257804870605,7.0,0.1508539170569287,0.3935074223937736,16.0,38.0,0.0072173642182571,0 days 00:03:30.313117,,,,,,,,,,
11,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1492349803447723,23.34600067138672,11.0,0.1728213426468919,0.061192875882633,7.0,54.0,0.4587767530546024,0 days 00:26:46.750761,,,,,,,,,,
198,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1501026600599289,23.5101261138916,11.0,0.1254731006282591,0.8513104831119409,46.0,52.0,0.101250551538952,0 days 00:03:36.991195,,,,,,,,,,
179,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1504996567964553,24.706268310546875,12.0,0.1472502698626419,0.1777203726779594,6.0,7.0,0.048150364547783,0 days 00:03:34.071597,,,,,,,,,,
190,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1506041437387466,23.529680252075195,13.0,0.1740253523753107,0.2517868350214153,18.0,18.0,0.4719068862130582,0 days 00:03:15.591055,,,,,,,,,,
18,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1513078957796096,23.636550903320312,10.0,0.1944230702596432,0.4232679416231665,5.0,16.0,0.3031874651360848,0 days 00:03:34.400194,,,,,,,,,,
26,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1519132256507873,23.72314453125,11.0,0.1227051327267085,0.3933053304099056,16.0,64.0,0.1840054358310203,0 days 00:03:39.777360,,,,,,,,,,
125,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1519964039325714,23.751510620117188,16.0,0.1480753811649039,0.4861908198050335,7.0,20.0,0.0120188077238539,0 days 00:03:31.223225,,,,,,,,,,
110,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.152324229478836,23.89913558959961,4.0,0.1918888675899284,0.6637218493112381,60.0,78.0,0.1465769576373198,0 days 00:03:41.570983,,,,,,,,,,
78,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1524213552474975,23.79340362548828,2.0,0.12857385667585,0.2693295908891697,17.0,73.0,0.0829735164155891,0 days 00:03:38.915342,,,,,,,,,,
103,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.152433842420578,23.78548812866211,12.0,0.1118412712044137,0.6256182305833067,46.0,56.0,0.501728213256879,0 days 00:03:38.901791,,,,,,,,,,
140,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1524703949689865,23.77544212341309,15.0,0.1403705564854183,0.623639066769775,2.0,18.0,0.058751876586198,0 days 00:03:28.269172,,,,,,,,,,
24,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1529160887002945,23.96297836303711,14.0,0.1438454768472849,0.3206970698497079,9.0,98.0,0.0991892304343301,0 days 00:03:32.134492,,,,,,,,,,
60,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1539758443832397,24.04231643676757,16.0,0.1575225768993464,0.0477800038385997,4.0,53.0,0.0712358162582186,0 days 00:03:31.579784,,,,,,,,,,
58,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1544557511806488,24.040510177612305,12.0,0.1376704238596453,0.230386846001764,5.0,28.0,0.0144533291964068,0 days 00:03:31.268967,,,,,,,,,,
27,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1578971594572067,24.522031784057617,11.0,0.1462626393935738,0.7868362446165772,5.0,21.0,0.4428065248668185,0 days 00:03:36.405107,,,,,,,,,,
71,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.158085212111473,24.57081794738769,14.0,0.1077071792772878,0.796542189258834,4.0,8.0,0.6483159400575176,0 days 00:03:34.041149,,,,,,,,,,
178,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1588262617588043,24.6505126953125,14.0,0.1363990326501925,0.6508742921093519,22.0,23.0,0.4286514593097653,0 days 00:03:37.110756,,,,,,,,,,
39,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1592835187911987,24.649555206298828,11.0,0.1507084227505681,0.190282934651011,12.0,46.0,0.0220923864983168,0 days 00:03:34.984947,,,,,,,,,,
103,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1610764861106872,25.18738174438477,13.0,0.1568803705172269,0.3648134227733637,9.0,69.0,0.0190651918990195,0 days 00:03:33.100684,,,,,,,,,,
45,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1622937768697738,25.10725975036621,4.0,0.1468565206385023,0.4898337768673272,28.0,38.0,0.1441797691741153,0 days 00:03:38.671833,,,,,,,,,,
55,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1623834669589996,25.12453269958496,7.0,0.1807511270539206,0.8547363272835877,35.0,47.0,0.2034771609427684,0 days 00:03:38.715051,,,,,,,,,,
74,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1637675464153289,25.341419219970703,8.0,0.1328903434227666,0.3888062787513323,8.0,39.0,0.1110042303586799,0 days 00:03:31.619954,,,,,,,,,,
124,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1641802936792373,25.345617294311523,15.0,0.1400112916602348,0.635157399590876,62.0,75.0,0.0472084361675003,0 days 00:03:41.814717,,,,,,,,,,
197,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.1644559800624847,26.60175132751465,13.0,0.1456994895863517,0.2509270259033568,14.0,30.0,0.009997933139256,0 days 00:03:33.961762,,,,,,,,,,
115,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.164899006485939,25.470666885375977,13.0,0.1007112591157606,0.4217282249019281,29.0,31.0,0.3129743713801019,0 days 00:03:40.067854,,,,,,,,,,
117,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,z-score,Last Price,0.75,0.164970576763153,25.481555938720703,15.0,0.1099449462786079,0.5430524659008649,9.0,51.0,0.0199885688450388,0 days 00:03:32.994642,,,,,,,,,,
183,16,0.25,medium,30,30,1,20.0,90,7,light,False,10,z-score,Last Price,0.75,0.1654237657785415,25.494604110717773,11.0,0.15871908067147,0.8743062211288605,8.0,9.0,0.0962880462197676,0 days 00:03:35.983251,,,,,,,,,,
98,12,0.25,medium,30,30,2,20.0,90,7,longrun,False,10,,Last Price,0.75,0.1659013926982879,25.53402328491211,11.0,0.1445096193117658,0.5825911874881111,6.0,40.0,0.0123399841620861,0 days 00:03:32.174657,,,,,,,,,,
