Datetime,Ticker,Revenue,Cost of Revenue,Gross Profit,Other Operating Income,Operating Income,Non-Operating Income Loss,Pretax Income,Income Tax Expense,Net Extraordinary Losses,Net Income,"Basic EPS, GAAP",Diluted Weighted Avr # of Shares,"Diluted EPS, GAAP",EBITDA,Trailing 12M EBITDA Margin,Gross Margin,Operating Margin,Profit Margin,Dividends per Share,Depreciation & Amortization,Non-Cash Items,Deferred Income Taxes,Other Non-Cash Adj,Non-Cash Working Capital,Change in Accounts & Notes Receivable,Change in Inventories,Change in Accounts Payable,Change in Other,Cash from Operating Activities,Change in Fixed & Intangible Assets,Acquisition of Fixed & Intangibles,Other Investing Activities,Cash from Investing Activities,Dividends Paid,Cash from Repaid Debt,Cash from Repurchase of Equity,Other Financing Activities,Cash from Financing Activities,Net Changes in Cash,Free Cash Flow,Free Cash Flow per Basic Share,Price to Free Cash Flow,Cash Flow to Net Income,"Cash, Cash Equivalents & STI",Accounts & Notes Receivable,Inventories,"Property, Plant & Equip",LT Investments & Receivables,Other LT Assets,Total Noncurrent Assets,Total Assets,Payables & Accruals,ST Debt,Other ST Liabilities,Total Current Liabilities,LT Debt,Other LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Share Capital & APIC,Other Equity,Equity Before Minority Interest,Total Equity,Total Liabilities & Equity,Net Debt,Cash Conversion Cycle,Number of Employees,Last Price,Sales Actual,Net Income Actual,Enterprise Value,Price to Book,P/E,Shares Outstanding,Capital Expenditures,Personal Consumption Expenditures,CPI Urban Consumers YOY,ISM Manufacturing,Change in Nonfarm Payrolls,Unemployment Rate,Housing Starts,US Trade Balance
2000-01-23,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.4134,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.994,1336,111,14688.9382,4.2088,39.3931,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-24,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.5305,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.949,1336,111,13874.8933,4.0174,37.6015,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-25,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.5769,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.002,1336,111,14839.6873,4.2442,39.7249,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-26,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.2172,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.984,1336,111,14508.0394,4.1663,38.9949,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-27,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.1845,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.982,1336,111,14477.8896,4.1592,38.9286,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-28,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,17.7239,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.907,1336,111,13131.198,3.8425,35.9647,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-29,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,17.7239,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.907,1336,111,13131.198,3.8425,35.9647,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-30,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,17.7239,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.907,1336,111,13131.198,3.8425,35.9647,18009.488,-38,0.13,2.7,57.8,307,4,1708,-25.939
2000-01-31,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.0945,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.926,1336,111,13472.8958,3.9228,36.7167,18009.488,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-01,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,17.4841,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.895,1336,111,12952.7059,3.7905,35.4781,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-02,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,17.2334,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.882,1336,111,12720.9464,3.7362,34.9694,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-03,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.0182,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.922,1336,111,13446.4544,3.9063,36.5619,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-04,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.8357,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.964,1336,111,14202.1919,4.0835,38.2208,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-05,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.8357,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.964,1336,111,14202.1919,4.0835,38.2208,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-06,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.8357,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.964,1336,111,14202.1919,4.0835,38.2208,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-07,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.893,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.018,1336,111,15179.6124,4.3128,40.3663,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-08,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.0347,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.026,1336,111,15310.6069,4.3435,40.6538,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-09,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.6423,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.006,1336,111,14947.8529,4.2584,39.8576,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-10,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.7949,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.013,1336,111,15088.9239,4.2915,40.1672,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-11,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.9665,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.971,1336,111,14323.1099,4.1119,38.4862,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-12,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.9665,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.971,1336,111,14323.1099,4.1119,38.4862,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-13,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,18.9665,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.971,1336,111,14323.1099,4.1119,38.4862,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-14,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.1982,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.034,1336,111,15461.7544,4.3789,40.9856,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-15,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.7542,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.063,1336,111,15975.6559,4.4995,42.1137,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-16,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.9039,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.019,1336,111,15189.6889,4.3151,40.3884,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-17,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.0347,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.026,1336,111,15310.6069,4.3435,40.6538,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-18,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.4025,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.993,1336,111,14726.1699,4.2064,39.371,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-19,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.4025,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.993,1336,111,14726.1699,4.2064,39.371,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-20,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.4025,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.993,1336,111,14726.1699,4.2064,39.371,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-21,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.4025,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.993,1336,111,14726.1699,4.2064,39.371,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-22,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.8494,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.016,1336,111,15139.3064,4.3033,40.2778,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-23,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.2745,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.038,1336,111,15532.2899,4.3955,41.1404,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-24,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,20.092,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.029,1336,111,15363.5085,4.3559,40.77,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-25,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.2499,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.985,1336,111,14585.0989,4.1733,39.0613,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-26,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.2499,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.985,1336,111,14585.0989,4.1733,39.0613,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-27,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.2499,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,0.985,1336,111,14585.0989,4.1733,39.0613,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-28,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.7513,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.011,1336,111,15048.6179,4.2821,40.0787,18057.088,-38,0.24,2.7,56.7,234,4,1636,-27.131
2000-02-29,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,19.9911,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.023,1336,111,15270.3009,4.334,40.5654,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-01,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,22.7271,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.164,1336,111,17799.5024,4.9272,46.1171,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-02,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.2774,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.089,1336,111,16459.3279,4.6129,43.1753,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-03,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,22.3238,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.143,1336,111,17426.6719,4.8398,45.2987,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-04,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,22.3238,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.143,1336,111,17426.6719,4.8398,45.2987,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-05,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,22.3238,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.143,1336,111,17426.6719,4.8398,45.2987,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-06,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.9205,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.122,1336,111,17053.8414,4.7523,44.4803,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-07,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.43,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.097,1336,111,16600.3989,4.646,43.485,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-08,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.2774,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.089,1336,111,16459.3279,4.6129,43.1753,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-09,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.321,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.092,1336,111,16499.6339,4.6223,43.2638,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-10,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.9314,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.123,1336,111,17063.9179,4.7547,44.5025,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-11,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.9314,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.123,1336,111,17063.9179,4.7547,44.5025,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
2000-03-12,AAPL,2343,1736,607,0,100,-169,274,91,0,183,0.0101,19982.704,0.0092,120,6.5169,25.907,4.268,7.8105,0,20,-64,64,-128,234,-211,5,362,78,373,-38,-38,-51,-89,0,0,-24,0,-24,260,335,0.0186,21.9314,2.0383,3660,892,15,318,2140,219,2677,7586,1174,0,791,1965,300,907,1207,3172,1345,1237,4414,4414,7586,-3360,-17.7561,6960,1.123,1336,111,17063.9179,4.7547,44.5025,18057.088,-38,0.15,3.2,55.8,116,4.1,1737,-29.794
